id,paper_text
1224,Gradually
1225,Influence
1226,Inordinate
1227,Instantly
1228,Intentionally
1229,Intrinsic
1230,Inundate
1231,Involve
1232,Nominal
1233,Presumably
1234,Allocation
1235,Balanced
1236,Conservation
1237,Fallacious
1238,Feasible
1239,Limber
1240,Means
1241,Narrow
1242,Preconception
1243,Robust
1244,Steady
1245,Swift
1246,Antiquated
1247,Coherent
1248,Develop
1249,Fabricate
1250,Investigation
1251,Normally
1252,Notice
1253,Notion
1254,Opposition
1255,Record
1256,Relate
1257,Suspect
1258,Unbiased
1259,Varied
1260,Accentuate
1261,Disguise
1262,Initiate
1263,Narrate
1264,Nevertheless
1265,Occasionally
1266,Omit
1267,Outlandish
1268,Overcome
1269,Partially
1270,Pass
1271,Portray
1272,Submit
1273,Decline
1274,Gather
1275,Motion
1276,Partisan
1277,Pattern
1278,Phenomena
1279,Philanthropic
1280,Placid
1281,Plentiful
1282,Reaction
1283,Rhythm
1284,Scenic
1285,Shallow
1286,Sheltered
1287,Vanishing
1288,Account
1289,Archaic
1290,Hasten
1291,Hue
1292,Illustration
1293,Inactive
1294,Intricate
1295,Magnitude
1296,Oblige
1297,Overlook
1298,Poll
1299,Position
1300,Practical
1301,Predominant
1302,Analogous
1303,Approximately
1304,Formidable
1305,Intrusive
1306,Periodically
1307,Prone
1308,Prophetic
1309,Proportions
1310,Readily
1311,Reliably
1312,Reluctantly
1313,Renown
1314,Sacrifice
1315,Triumph
1316,Affordable
1317,Contaminated
1318,Discernible
1319,Flourishing
1320,Negligible
1321,Parallel
1322,Peculiar
1323,Potent
1324,Remarkable
1325,Scattered
1326,Solid
1327,Somewhat
1328,Tedious
1329,Briefly
1330,Consistently
1331,Found
1332,Improperly
1333,Impulsively
1334,Infrequently
1335,Isolated
1336,Overtly
1337,Profoundly
1338,Sharply
1339,Situated
1340,Subsequently
1341,Unmistakable
1342,Chaotic
1343,Characteristic
1344,Controversial
1345,Exemplify
1346,Gratifying
1347,Interpret
1348,Launch
1349,Legitimate
1350,Particular
1351,Radiant
1352,Ridge
1353,Span
1354,Stream
1355,Striking
1356,Aptly
1357,Demonstration
1358,Ingredients
1359,Involuntarily
1360,Marvel
1361,Measurable
1362,Moderate
1363,Odd
1364,Reflection
1365,Supposedly
1366,Sustained
1367,Symbols
1368,Synthesis
1369,Tangible
1370,Tightly
1371,Aggravating
1372,Amusement
1373,Conceivably
1374,Convert
1375,Curative
1376,Debilitating
1377,Deplete
1378,Finite
1379,Perceive
1380,Toxic
1381,Tranquility
1382,Trap
1383,Undeniably
1384,Underestimated
1385,Acquire
1386,Assimilate
1387,Assortment
1388,Caliber
1389,Condensed
1390,Contradictory
1391,Disregard
1392,Precious
1393,Requisite
1394,Unravel
1395,Volume
1396,Charisma
1397,Clever
1398,Convince
1399,Forfeit
1400,Precarious
1401,Severe
1402,Sporadic
1403,Superior
1404,Wanton
1405,Weak
1406,Widespread
1407,Wisdom
1408,Witticism
1409,Woo
1410," Adv. to or in another country  ~  Syn. overseas, internationally
 پهن، گسترش یافته، وسیع، بیرون، خارج از کشور، ممالک بیگانه

-Louis Armstrong often traveled abroad
-The Passage of The resolution is In doubt."
1411," Adv. abruptlyn. abruptness ~  Adj. quick, without warning ~  Syn. sudden
 تند، پرتگاه‌دار، سراشیبى، ناگهان، ناگهانى، بی‌خبر، درشت، جداکردن

-There was an abrupt change In The weather.
-The book's portrayal of Mozart as a calm, mature individual is absurd."
1412,"V. accept ~  Adv. acceptablyn. acceptability ~  Adj. accepting, allowable or satisfactory ~  Syn. permissible
 پذیرا، پذیرفتنى، پسندیده، قابل قبول، قابل پذیرش

-The idea was acceptable to everyone.
-The submission of the application must be made by February 13."
1413," n. acclamation, enthusiastic approval, applause ~  Adj. acclaimed ~  Syn. praise
 تحسین، ادعا کردن، آفرین گفتن، اعلام کردن، جارکشیدن، ندا دادن، هلهله کردن، فریاد کردن، کف زدن

-Isaac Stem has won acclaim abroad.
-Serious communicable diseases are on The decline In most parts of The world."
1414," Adv. being in existence, real or factual ~  Adj. actual ~  Syn. truly
 واقعاً، بالفعل، عملاً، درحقیقت

-They were actually very Good soccer players.
-a gathering of citizens developed outside The courthouse."
1415," Adv. adverselyn. adversity, adversary ~  Adj. displeasing, objectionable, or bad ~  Syn. unfavorable
 مخالف، ناسازگار، مضر، روبرو

-Adverse weather conditions made It difficult to play The game.
-They motioned Her to leave The area."
1416,"V. advise n. advisability, a recommendation given by someone not associated with the problem or situation ~  Adj. advisable ~  Syn. suggestion
 ابلاغیه، اندرز، رایزنى، صوابدید، مشورت، مصلحت، نظر، عقیده، پند، نصیحت، آگاهى، خبر، اطلاع

-Good advice is hard to find.
-His views reflected His Partisan bins."
1417,"V. attract ~  Adv. attractivelyn. attraction, attractiveness ~  Adj. calling attention to, pleasing, creating interest, pretty ~  Syn. appealing
 جاذب، جالب، دلکش، دلربا، فریبنده

-The idea of working four, 10-hour work days was attractive to the employees.
-The new stadium was patterned After The old traditional ballparks."
1418," Adv. autonomously ~  Adj. by itself, with no association ~  Syn. independent
 خود مختار، داراى حکومت مستقل، خودگردان

-Mexico became an autonomous state in 1817.
-a balanced diet normally provides plenty of The necessary vitamins."
1419,"V. disapprove ~  Adv. disapprovinglyn. the act of disagreeing, not giving approval  ~  Syn. objection
 عدم رضایت، عدم تصویب

-Their disapproval of The plan caused The experiment to be abandoned.
-They reacted to The report by making Some swift changes In management."
1420,"V. disrupt ~  Adv. disruptivelyn. disruption ~  Adj. causing confusion and interruption ~  Syn. Disturbing
 درهم گسیخته، نفاق افکن

-Frequent questions during lectures can be disruptive
-She noticed The rhythmic beating of Her heart as The moment of truth arrived."
1421," Adv. having no order or pattern, by chancen. haphazardness ~  Adj. haphazard ~  Syn. arbitrarily, carelessly
 اتفاقی‌، برحسب‌ تصادف‌، اتفاقاً

-It was obvious that The house was built haphazardly
-The scenery In rural Japan is impressive."
1422," Adv. ideallyn. ideal ~  Adj. having no flaw or mistake, excellent ~  Syn. perfect
 ایده ال، نمونه کامل فرضى، آرمانى، کمال مطلوب، هدف زندگى، آرزو، دلخواه

-The beach is an ideal place to relax.
-The musician' s phenomenal performance was applauded by the critics."
1423,"V. persist ~  Adv. persistentlyn. persistence ~  Adj. continuous, refusing to give up, firm in action or decision ~  Syn. constant
 پایدار، دیرپاى، ماندگار، مزمن، مداوم، ایستادگى کننده، سمج

-The attorney's persistent questioning weakened the witness.
-His philanthropy is recognized around The world."
1424," Adv. widelyn. wideness ~  Adj. extending over a large area ~  Syn. broad
 توپ خارج از خط کنارى، خط کنارى والیبال، پهن، عریض، گشاد، فراخ، پهناور، زیاد، پرت، کاملا باز، عمومى، نامحدود، وسیع

-Pine forests are found over a wide area of The Pacific Northwest.
-The waves moved placidly toward shore."
1425,"V. advance n. advancement ~  Adj. ahead of current thought or practice forward thinking, new ~  Syn. progressive
 عالى، جلویى

-Advanced technology is changing The world.
-The result of Their research demonstrated The shallowness of The hypothesis."
1426," Adv. advantageouslyn. something that may help one to be successful or to gain something ~  Adj. advantageous ~  Syn. benefit
 اوانتاژ، فایده، صرفه، برترى، سودمند بودن، مفید بودن

-is There any advantage In arriving early?
-No one knows With certainty what caused The dinosaurs to vanish From The face of The earth."
1427," n. the coming or appearance of something  ~  Syn. arrival
 ظهور و ورود

-With The advent of computers, Many tasks have been made easier.
-We need an accounting of all The Money that was spent."
1428," Adv. agilelyn. agileness, agility ~  Adj. able to move in a quick and easy way ~  Syn. nimble
 چابک، زرنگ، فرز، زیرک، سریع الانتقال

-Deer are very agile animals.
-His speech was full of archaic expressions."
1429,"  Conj. in spite of the facts, regardless of the fact ~  Syn. although
 اگرچه، ولواینکه

-His trip was successful, albeit tiring.
-you should not make important decisions hastily."
1430,"V. to agree to let something happen, not to interfere with an action ~  Adv. allowablen. allowance ~  Adj. allowable ~  Syn. permit
 رخصت دادن، اجازه دادن، ستودن، پسندیدن، تصویب کردن، روا دانستن، پذیرفتن

-Arthur's natural agility will allow him to excel in sports.
-The hue of The room gave It a warm feeling."
1431,"V. appeal ~  Adv. appealinglyn. appeal ~  Adj. attractive or interesting, able to move feelings ~  Syn. alluring
 جذاب، خوش آیند

-working abroad is appealing to Many people.
-This experiment illustrates How certain chemicals can react violently When combined."
1432,"  ~  Adj. acclaimed, well-known, and popular ~  Syn. renown
 مشهور، مجلل

-The celebrated pianist Will give a concert This weekend.
-Her inaction has caused Her to miss Many opportunities to advance Her career."
1433," n. contemporary ~  Adj. modern, up-to-date; also a person living at the same time as another person ~  Syn. current
 معاصر، همزمان، هم دوره

-Contemporary architecture makes very Good Use of space.
-I cannot begin to understand all of The intricacies of modern automobile motors."
1434,"V. to divide among people or to give out n. distribution  ~  Syn. dispense
 پخش کردن، تقسیم کردن، تعمیم دادن، توزیع کردن

-Many publishers distribute Their newspapers directly to homes In Their area.
-The invention of The telephone was a magnificent achievement for mankind."
1435,"V. to give courage or hope to someone ~  Adv. encouraginglyn. encouragement ~  Adj. encouraging ~  Syn. inspire
 ترغیب کردن، تشویق کردن، دلگرم کردن، تقویت کردن، پیش بردن، پروردن

-Even though The runner finished second, he was encouraged by His performance.
-Payment of The student activity fee was obligatory."
1436," Adv. energeticallyn. energy ~  Adj. full of life, action, or power ~  Syn. vigorous
 پرتکاپو، کارمایه اى، جدى، کارى، فعال، داراى انرژى

-Sam hasn't been as energetic as he usually is.
-The overlooked error raised His score on The test."
1437," n. trade ~  Adj. weak in health or in body ~  Syn. fragile
 نازک، نحیف، شکننده، زودگذر، سست در برابر وسوسه شیطانى، گول خور، بى مایه

-The frail wings of The newborn bird could not lift It off The ground.
-The pollster asked The questions In a nonpartisan manner."
1438,"V. to make pure, to improve n. refinement ~  Adj. refined ~  Syn. perfect (v.)
 تصفیه شدن، پالاییدن، پالودن، تصفیه کردن، خالص کردن، پاک شدن، تصحیح کردن

-Factories must to refine oil before It can be used as fuel.
-The position of aircraft wings causes The lift that allows The plane to leave The ground."
1439,"  ~  Adj. value in doing something ~  Syn. rewarding
 ارزنده، قابل صرف وقت، ارزش دار

-It was worthwhile waiting 10 hours in line for the tickets.
-three fundamental issues In measurement are reliability, validity, and practicality."
1440,"V. altered, to change or make different ~  Adv. alterablyn. alteration ~  Adj. alterable ~  Syn. modify
 تغییردادن، عوض کردن، اصلاح کردن، تغییر یافتن، دگرگون کردن، دگرگون شدن

-I Will The starlit alter its course and miss The coast?
-Many cities In The southwest are predominantly hispanic."
1441,"V. to study something carefully, to separate into parts for study n. analyzed, analysis  ~  Syn. examine
 تجزیه کردن، تحلیل کردن، کاویدن، موشکافى کردن، جداکردن، جزئیات را مطالعه کردن، پاره پاره کردن، تشریح کردن

-Scientists must analyze problems thoroughly.
-Promptness is an important factor In Many societies."
1442,"  ~  Adj. something from a long time ago, very old. ~  Syn. old
 باستانى، دیرینه، قدیمى، کهن، کهنه، پیر

-Archaeologists analyze ancient civilizations.
-The analogy between The behavior of The Bacteria In The lab and In The Human body is not clear."
1443,"V. annoy ~  Adv. annoyinglyn. annoyance ~  Adj. a slight bother, disturbing to a person ~  Syn. bothersome
 رنجش آور

-Mosquitoes can be an annoying part of a vacation at The beach.
-The results of This study approximate those of a previous study."
1444,"V. to think about or prepare for something ahead of time n. anticipation ~  Adj. anticipatory ~  Syn. predict
 پیش بینى کردن، انتظار داشتن، پیشدستى کردن، جلوانداختن، پیش گرفتن بر، سبقت جستن بر

-No one can anticipate The results of The games.
-The lawyer's plea was made in a compelling manner."
1445,"V. to follow established rules or patterns of behavior n. conformity, conformist  ~  Syn. adapt
 همنوایى کردن، مطابقت کردن، وفق دادن، پیروى کردن

-Yon must conform to The rules or leave The club.
-The man's voice echoed formidably throughout the hallway."
1446,"V. to find out, to observe something n. detection, detective  ~  Syn. notice
 یافتن، پیدا کردن، کشف کردن، نمایان ساختن

-He detected a smile on his girlfriend's face.
-The intrusion of The hazardous gas made It difficult to live In The house."
1447,"V. to make rich, to make something of&nbsp;&nbsp;greater value n. enrichment ~  Adj. enriching ~  Syn. enhance
 توسعه دادن، پر قوت کردن، غنى کردن، توانگرکردن

-The fine arts enrich our lives.
-She has periodic desires to get a job."
1448,"V. to make stronger in feeling or quality ~  Adv. intensely, intensivelyn. intensity ~  Adj. intense, intensive ~  Syn. heighten
 تقویت کردن، افزایش دادن، سخت کردن، تشدید کردن، شدید شدن

-The importance of The test Will sometimes intensify The nervousness of The students.
-She is prone to study hard The night before Her tests."
1449," Adv. intolerantly, intolerablyn. intolerance ~  Adj. intolerant, difficult or painful to experience, not able to accept different ways of thought or behavior ~  Syn. unbearable
 تحمل ناپذیر، سخت، غیر قابل تحمل، دشوار، بى نهایت

-any opposition to The rules is intolerable
-The brilliant student fulfilled his teacher's prophecy that he would be a successful doctor."
1450,"V. to see and watch carefully, to examine n. observation, observer ~  Adj. observant, observable ~  Syn. notice
 معاینه کردن، اظهار عقیده کردن، نظر دادن، بجا آوردن، دیدبانى کردن، رعایت کردن، مراعات کردن، مشاهده کردن، ملاحظه کردن، دیدن، گفتن، برپاداشتن

-Human beings like to observe The behavior of monkeys.
-The pilot's salary is proportional to that of pilots of other airlines."
1451,"  ~  Adj. continuing ~  Syn. current
 درحال پیشرفت، مداوم

-The tutoring project is an ongoing program of The school.
-Her readiness to cooperate was an important factor In The investigation."
1452,"V. to suggest or plan to do something n. proposal, proposition ~  Adj. proposed ~  Syn. suggest
 پیشنهاد کردن، پیشنهاد ازدواج کردن

-The governor is going to propose new taxes.
-Satellite photos show The smallest details With great reliability."
1453,"V. to give back or bring back something; to return to the original condition n. restoration ~  Adj. restored ~  Syn. revitalize
 پس دادن، بحال اول بر گرداندن، تعمیر کردن، اعاده کردن، ترمیم کردن، باز دادن

-he restored my confidence In hint.
-The electrician was reluctant to estimate The cost of The repair work."
1454," Adv. vitallyn. vitality ~  Adj. of great importance, full of life ~  Syn. indispensable
 حیاتى، وابسته به زندگى، واجب، اساسى

-Money is vital to The success of The program.
-The renowned conductor made a guest appearance at The concert."
1455," Adv. ambiguouslyn. ambiguity ~  Adj. of unclear meaning, something that can be understood in more than one way ~  Syn. vague
 باابهام، تاریک( از لحاظ مفهوم)، دوپهلو، مبهم

-The men received an ambiguous message From Their boss.
-She made sacrifices In order to be able to attend The university."
1456," Adv. apparently ~  Adj. to be clear in meaning or open to view, easily understood ~  Syn. visible
 ظاهرى، مشهود، پیدا، آشکار، ظاهر، معلوم

-It was apparent that he needed to rest.
-he triumphed over all of His difficulties."
1457," Adv. arbitrarilyn. arbitrariness ~  Adj. an action or decision made with little thought, order, or reason ~  Syn. haphazard
 استبدادى، ارادى، اختیارى، دلخواه، مطلق، مستبدانه، قراردادى

-Her choice of clothing seemed arbitrary
-he could afford The house Because of current low interest rates."
1458," Adv. assertivelyn. assertiveness, assertion, to express or defend oneself strongly, to state positively ~  Adj. assertive ~  Syn. declare
 دفاع کردن از، حمایت کردن، آزاد کردن، اظهار قطعى کردن، ادعا کردن، اثبات کردن

-The government asserted its control over The banking system.
-Bacteria and insects are frequently agents of food contamination."
1459,"V. astound ~  Adv. astoundingly ~  Adj. very surprising ~  Syn. astonishing
 گیج، متحیر، مبهوت کردن

-The Scientists made an astounding discovery.
-The new student was unable to discern the humor of the teacher's joke."
1460," n. astuteness ~  Adj. astutely, very intelligent, smart, clever ~  Syn. perceptive
 زیرک، ناقلا، دانا، هوشیار، دقیق، موشکاف

-he was an astute worker, Finishing In half The Time It took The others to finish.
-a young mind Will flourish With The proper guidance."
1461,"V. to give permission or power to do something n. authority ~  Adj. authorized ~  Syn. empower
 اجازه دادن، اختیار دادن، تصویب کردن

-Only authorized employees are allowed In The laboratory.
-Proper maintenance of a car's engine will preserve its performance and value."
1462,"V. deceive ~  Adv. to make someone think that something is true or good when it is false or badn. deception ~  Adj. deceptive ~  Syn. misleadingly
 بطور فریب آمیز

-The magician deceptively made The rabbit disappear.
-The mediocrity of His work was disappointing."
1463,"V. determine n. determination ~  Adj. to be strong in one's opinion, to be firm in conviction ~  Syn. resolute
 مصمم، ثابت قدم

-They were determined to go to graduate school.
-His negligence caused him to lose all of The work he had done on The computer."
1464,"V. to get the facts, to draw out, to evoke n. elicitation  ~  Syn. extract
 بیرون کشیدن، استخراج کردن، استنباط کردن

-a lawyer Will elicit all The facts necessary to prove Her case.
-Her background parallels mine."
1465,"V. to command not to do something to have a dangerous look, bad feeling ~  Adv. forbiddingly ~  Adj. forbidden, forbidding ~  Syn. ban
 قدغن کردن، منع کردن، بازداشتن، اجازه ندادن

-His father Will forbid him to Use The car.
-The puffin has Many peculiarities not shared by other birds."
1466,"V. to make a request n. petition  ~  Syn. appeal
 شکایت کردن، دادخواست دادن، دادخواست، عریضه، دادخواهى کردن، درخواست کردن

-Canada petitioned The United nations to consider its case.
-The venom of The coral snake is extremely potent."
1467,"V. to give up control n. relinquishment  ~  Syn. abdicate
 ول کردن، ترک کردن، چشم پوشیدن

-The troubled executive relinquished His control of The company.
-The actor was remarkably calm before His performance."
1468," Adv. resilientlyn. resilience ~  Adj. strong enough to recover from difficulty or disease ~  Syn. tenacious
 عکس العمل، نشان دهنده، فنرى

-She has a resilient personality and Will Soon feel better.
-The crowd scattered When It began to rain heavily."
1469,"V. to make it attractive to do something wrong ~  Adv. temptinglyn. temptation ~  Adj. tempting ~  Syn. entice
 فریفتن، دچار وسوسه کردن

-The idea of getting rich quickly tempted him to invest His life savings.
-The union attempted to solidify its position In The workplace."
1470,"V. to fill with great surprise ~  Adv. amazinglyn. amazement ~  Adj. amazing ~  Syn. astonish
 متحیرساختن، مبهوت کردن، مات کردن، سردرگم کردن، سردرگم، متحیر

-I was amazed that I received an a on The calculus test.
-Buying food at a convenience store can be somewhat expensive."
1471,"V. to confuse to a point at which no progress can be made n. bafflement ~  Adj. baffling ~  Syn. puzzle
 سپر، صفحه منعکس کننده، تیغه بلندگو، گیج یا گمراه کردن، مغشوش کردن، دستپاچه کردن، بى نتیجه کردن، پریشانى، اهانت

-The causes of Many harmful diseases have baffled doctors for centuries.
-Some people become frustrated by The tedium of daily living."
1472,"V. to produce, to carry; to show; to endure  ~  Adj. bearably, bearable ~  Syn. yield
 در بر داشتن، تأثیر داشتن، حمل کردن، دربرداشتن، داشتن، زاییدن، تاب آوردن، تحمل کردن، مربوط بودن

-This orchard bears Many fine harvests of apples.
-Solar eclipses are brief moments when the Earth and Moon cross the Sun's fixed position in the solar system."
1473,"V. to prevent movement progress, or success n. blockage ~  Adj. blocked ~  Syn. obstruct
 بلاک، بلوک ساختن، سد کردن، دفاع، قطعه زمین، یک دستگاه ساختمان، قرقره طناب خور، پارازیت، سد قالب، سد کردن، وقفه، منطقه، بندآوردن، انسداد، جعبه قرقره، اتحاد دو یاچند دسته به منظور خاصى، بلوک، کنده، قطعه، بستن، مانع شدن از، توده، قلنبه

-The government blocked The sale of The airline.
-a dollar bill remains In circulation for approximately one and a half years."
1474,"V. to make something difficult to see n. blur ~  Adj. blurred ~  Syn. cloud
 مرکبى کردن، لکه، تیرگى، منظره مه آلود، لک کردن، تیره کردن، محو کردن، نامشخص به نظر آمدن

-The rain blurred everyone's view of the valley.
-The policy of The government concerning unemployment has been consistent."
1475," Adv. brilliantlyn. brilliance ~  Adj. intensely bright or colorful, intelligent ~  Syn. radiant
 تابان، مشعشع، زیرک، بااستعداد، برلیان، الماس درخشان

-Einstein was a brilliant thinker.
-It was The best exhibition of talent that I have ever seen."
1476,"V. to alert someone of danger, the act of taking care of, or paying attention to, something ~  Adv. cautiouslyn. caution ~  Adj. cautious, cautionary ~  Syn. warn
 توجه کنید، احتیاط، پیش بینى، هوشیارى، وثیقه، ضامن، هوشیار کردن، اخطار کردن به

-The office cautioned The motorist to slow down.
-The foundation maintained a number of philanthropic activities."
1477,"V. challenge n. an invitation to complete, something that demands competitive action or much thought ~  Adj. challenging ~  Syn. dare
 چالش، بمبارزه طلبیدن، رقابت کردن، سرپیچى کردن، سرتافتن، متهم کردن،طلب حق، گردن کشى، دعوت به جنگ

-Finishing the 26-mile race was a challenge for most of the participants.
-There was an impropriety With The way The funds were spent."
1478," Adv. delicately ~  Adj. needing careful treatment, sensitive, easily broken ~  Syn. fragile
 ظریف، خوشمزه، لطیف، نازک بین، حساس

-Because of its controversial nature, It was a challenge to discuss such a delicate issue In public.
-Many shoppers buy items on impulse."
1479,"V. to increase in a positive way, such as in value, power, or beauty n. enhancement ~  Adj. enhanced ~  Syn. strengthen
 کمک کردن، تسهیل کردن، بالابردن، افزودن، زیادکردن، بلندکردن

-Passing The exam should enhance your chances of being, admitted to college.
-Deserts are characterized by Their infrequent rainfall."
1480," Adv. intriguinglyn. intrigue ~  Adj. intriguing ~  Syn. fascinate
 دسیسه کردن، توطئه چیدن، فریفتن

-he was intrigued by The acclaim flat he received.
-The doctors were unable to isolate The cause of The epidemic."
1481,"V. to change a belief or behavior by argument or reason ~  Adv. persuasivelyn. persuasion ~  Adj. persuasive ~  Syn. convince
 وادار کردن، برآن داشتن، ترغیب کردن

-They couldn't persuade their critics to see their point of view.
-Her overt attempt to take control of The discussion failed."
1482,"V. to change for another thing; to take the place of n. replacement ~  Adj. replaceable ~  Syn. substitute
 عوض کردن، جانشین شدن یا کردن، چیزى را تعویض کردن، جابجا کردن، جایگزین کردن

-They have replaced all of The old office equipment.
-The Nobel Prize is a profound recognition of outstanding achievement."
1483,"V. to throw off naturally, to give out   ~  Syn. discard
 انداختن، افشاندن، افکندن، خون جارى ساختن، جارى ساختن، پوست انداختن، برگ ریزان کردن، کارخانه سرپوشیده، آلونک

-In order to grow, crabs must shed Their shells.
-There was a sharp change In The humidity After The storm."
1484," Adv. uniquelyn. uniqueness ~  Adj. to be the only one of a kind; special ~  Syn. rare
 منحصر بفرد، بى مانند، بیتا، بى همتا، بى نظیر، یکتا، یگانه

-he was presented With a unique opportunity to attend The conference.
-They found themselves In a very difficult situation."
1485," Adv. most importantly or most commonly ~  Adj. chief ~  Syn. mostly
 مخصوصاً، بطور عمده

-Houses are made chiefly of wood products.
-This report, and all subsequent reports, must be written In The appropriate style."
1486," Adv. coarselyn. coarseness ~  Adj. not fine or smooth, not delicate ~  Syn. rough
 شیب، درشت، زبر، خشن، زمخت، بى ادب

-Sandpaper is an extremely coarse material.
-It is unmistakably clear that The report must be finished by noon."
1487,"  ~  Adj. ordinary ~  Syn. frequent
 پیش پا افتاده، معمولى، مبتذل، همه جایى

-Soon It Will be commonplace to see The person to whom you are talking on The phone.
-There was complete chaos When The world champions arrived at The airport."
1488,"V. compare ~  Adv. being measured or judged by comparisonn. comparison ~  Adj. comparative ~  Syn. relatively
 نسبتاً، بطور مقایسه

-It was comparatively easy for him to learn baseball Because he had been a cricket player.
-I would characterize him as a diligent professional."
1489," n. complexity ~  Adj. difficult to understand or explain;having many parts ~  Syn. complicated
 پیچیده، مرکب از چند جزء، بغرنج، مختلط

-The businessmen astutely approached The complex production problem.
-The controversy was caused by The proposal to build an airport In The area."
1490," Adv. conventionallyn. convention ~  Adj. following accepted rules or standards ~  Syn. traditional
 جنگ افزارهاى معمولى( غیر اتمى)، متداول، متعارف، عرفى، قراردادى، مرسوم، مطابق ایین وقاعده، پیرو سنت ورسوم

-Professor Canfield agreed With The conventional theory about The origin of The Basque language.
-Her exemplary academic achievement is representative of most students at This institution."
1491," Adv. curiouslyn. curiosity ~  Adj. odd or strange; eager to learn ~  Syn. peculiar
 کنجکاو، نادر، غریب

-a curious object was discovered In The remains.
-She was grateful for all The work he had done for her."
1492,"V. exceed ~  Adv. excessively, very; to an unusual degreen. excess ~  Adj. excessive ~  Syn. extremely
 به حد زیاد

-In tropical zones, It is exceedingly hot and humid.
-Their interpretation of The story generated Some interesting discussion."
1493,"V. exclude ~  Adv. no one else; nothing else; not shared with othersn. exclusion ~  Adj. exclusive ~  Syn. restrictively
 منحصراً،مخصوصاً

-This room is used exclusively by The faculty.
-The launching of The first Soviet Satellite, Sputnik, created concern among The American public."
1494," Adv. immenselyn. immensity ~  Adj. extremely large ~  Syn. massive
 بى اندازه، گزاف، بیکران، پهناور، وسیع، کلان، بسیار خوب، ممتاز، عالى

-From The mountaintop you can see The immense valley.
-The legitimacy of The theory has yet to be determined."
1495," Adv. certainly; really (used to make a statement stronger)  ~  Syn. truly
 براستى، حقیقتاً، واقعاً، در واقع، همانا، فى الواقع

-Did he indeed go to The infirmary.
-that group of workers is particularly difficult to satisfy."
